http_status,title,url,uuid
200,"“One good thing about music, when it hits you, you feel no pain.”",https://quotes.toscrape.com/page/3/,a40515bf-de4e-4da2-976f-6a189d48db81
200,Quotes to Scrape,https://quotes.toscrape.com/tag/romance/page/1/,398e61ef-ff3c-4cff-aaa0-0ab4379d91e2
200,"“He's like a drug for you, Bella.”",https://quotes.toscrape.com/tag/romance/page/1/,548ab2a4-f53f-4ef3-aeda-4b9c4f63c869
200,Quotes to Scrape,https://quotes.toscrape.com/tag/drug/page/1/,c1556226-7dc5-454f-bd10-d99f5c9589c7
200,"“He's like a drug for you, Bella.”",https://quotes.toscrape.com/tag/drug/page/1/,3560235d-f73d-44c5-8561-ca951e1efdfa
200,Quotes to Scrape,https://quotes.toscrape.com/page/1/,83458071-2e2d-46f9-b1eb-c3fef6d7fc3f
200,“The world as we have created it is a process of our thinking. It cannot be changed without changing our thinking.”,https://quotes.toscrape.com/page/1/,cb937b01-8cea-4056-ab24-3458bc5d5c4b
200,"“It is our choices, Harry, that show what we truly are, far more than our abilities.”",https://quotes.toscrape.com/page/1/,dd61c2cc-c5a5-41e2-ac33-2a89ced4da10
200,“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”,https://quotes.toscrape.com/page/1/,62486dc4-e834-4db0-82b4-52ce4a77488a
200,"“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”",https://quotes.toscrape.com/page/1/,3089a6d2-aac2-49a0-855c-9e7ab6cde4e2
200,"“Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.”",https://quotes.toscrape.com/page/1/,4711a06f-98e0-4793-b1cd-88722d85eb89
200,“Try not to become a man of success. Rather become a man of value.”,https://quotes.toscrape.com/page/1/,296f978d-9e62-4bd0-b702-28452cdce9dd
200,“It is better to be hated for what you are than to be loved for what you are not.”,https://quotes.toscrape.com/page/1/,2d0f85b9-2666-4cf9-b4b6-48dcc972dbe0
200,"“I have not failed. I've just found 10,000 ways that won't work.”",https://quotes.toscrape.com/page/1/,8e41f15e-0afc-4bae-9554-311af49deafe
200,“A woman is like a tea bag; you never know how strong it is until it's in hot water.”,https://quotes.toscrape.com/page/1/,99c62b53-fd62-4f22-8869-2d67a39b327e
200,"“A day without sunshine is like, you know, night.”",https://quotes.toscrape.com/page/1/,41a698d6-e892-4777-8843-011a7851944c
200,Quotes to Scrape,https://quotes.toscrape.com/tag/misattributed-to-mother-teresa/page/1/,de892abf-fc88-4e06-bfdc-30a0ec39fb0f
200,“Not all of us can do great things. But we can do small things with great love.”,https://quotes.toscrape.com/tag/misattributed-to-mother-teresa/page/1/,28e45e66-cd0a-4c18-81f2-4a3c9493646b
200,Quotes to Scrape,https://quotes.toscrape.com/tag/plans/page/1/,c0c0614a-f273-444b-b061-fe718c9d32b7
200,“Life is what happens to us while we are making other plans.”,https://quotes.toscrape.com/tag/plans/page/1/,8f6c3191-1e36-486b-ad69-821c5828a836
200,Quotes to Scrape,https://quotes.toscrape.com/tag/planning/page/1/,a151eec4-431b-4ce3-98e9-b7da13ddf6bc
200,“Life is what happens to us while we are making other plans.”,https://quotes.toscrape.com/tag/planning/page/1/,52dc2a4e-dd97-4224-88ad-133205e29ec5
200,Quotes to Scrape,https://quotes.toscrape.com/tag/love/page/2/,766a1f4c-f8d9-492a-b7c8-12ac38743187
200,"“To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; avoid all entanglements. Lock it up safe in the casket or coffin of your selfishness. But in that casket, safe, dark, motionless, airless, it will change. It will not be broken; it will become unbreakable, impenetrable, irredeemable. To love is to be vulnerable.”",https://quotes.toscrape.com/tag/love/page/2/,ea54b10a-65b8-4aba-9bb3-7b61b08dfe15
200,“If I had a flower for every time I thought of you...I could walk through my garden forever.”,https://quotes.toscrape.com/tag/love/page/2/,04d41977-a1f8-481b-99c9-25f2c25a3749
200,"“A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.”",https://quotes.toscrape.com/tag/love/page/2/,51f00abc-fd47-4a53-a26e-5cdee608a76d
200,“To die will be an awfully big adventure.”,https://quotes.toscrape.com/tag/love/page/2/,7b30445f-38fe-4be3-a43d-50502eac58a2
200,Quotes to Scrape,https://quotes.toscrape.com/tag/girls/page/1/,dfb4c68c-cbb3-418a-9848-43801a7eff6b
200,"“If you can make a woman laugh, you can make her do anything.”",https://quotes.toscrape.com/tag/girls/page/1/,d37e99fe-071a-492b-92c3-485021a61b93
200,Quotes to Scrape,https://quotes.toscrape.com/tag/poetry/page/1/,43d66fa9-d39b-4658-964d-2a157956e6df
200,"“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”",https://quotes.toscrape.com/tag/poetry/page/1/,2a2fec04-869d-48f0-976d-834e36f6bba6
200,Quotes to Scrape,https://quotes.toscrape.com/tag/misattributed-john-lennon/page/1/,9edc5664-dfaa-49b5-a5a7-dbd2235fd837
200,“Life is what happens to us while we are making other plans.”,https://quotes.toscrape.com/tag/misattributed-john-lennon/page/1/,0be95047-913d-47a7-b49b-ec139af33c67
200,Quotes to Scrape,https://quotes.toscrape.com/tag/fate/page/1/,e2e4dd0a-8052-4ccf-a1f5-99eef19f156a
200,“Life is what happens to us while we are making other plans.”,https://quotes.toscrape.com/tag/fate/page/1/,91c95dc0-d535-4fe6-8dd4-faa06167bc23
200,Quotes to Scrape,https://quotes.toscrape.com/tag/contentment/page/1/,1c86603d-fa01-4b1f-917e-be496ca0517b
200,"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",https://quotes.toscrape.com/tag/contentment/page/1/,68224b15-e040-4f86-9184-1fb7c00b68a3
200,Quotes to Scrape,https://quotes.toscrape.com/tag/unhappy-marriage/page/1/,fcadac0d-97e0-4f5c-a770-fbbd8b995b50
200,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",https://quotes.toscrape.com/tag/unhappy-marriage/page/1/,1559ac23-3a0d-46d9-95f3-f6a27f7bec33
200,Quotes to Scrape,https://quotes.toscrape.com/tag/marriage/page/1/,c77e67f1-b6c4-45a5-95b0-5f3b304866fd
200,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",https://quotes.toscrape.com/tag/marriage/page/1/,25a6e838-2bb5-4615-8a2e-d62804e1ea2e
200,Quotes to Scrape,https://quotes.toscrape.com/tag/lack-of-love/page/1/,eaf1fd59-4666-442f-ae77-5d84b783f155
200,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",https://quotes.toscrape.com/tag/lack-of-love/page/1/,1f5e268b-27e5-4a95-96f2-188ebc70da66
200,Quotes to Scrape,https://quotes.toscrape.com/tag/lack-of-friendship/page/1/,eb350e13-c914-4a14-a077-073065e055d2
200,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",https://quotes.toscrape.com/tag/lack-of-friendship/page/1/,c4357108-a6b7-4441-bdc1-5f58cd253191
200,Quotes to Scrape,https://quotes.toscrape.com/tag/friendship/page/1/,901d382d-3e8e-430e-913d-13a0cefbae27
200,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",https://quotes.toscrape.com/tag/friendship/page/1/,c78302af-251f-4e62-8e78-92c494e14a1a
200,"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",https://quotes.toscrape.com/tag/friendship/page/1/,19f83cf6-bbd9-4673-94ff-5c991cb7bf14
200,"“The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.”",https://quotes.toscrape.com/tag/friendship/page/1/,52bda254-154d-4c40-a447-a5752fa71bfd
200,"“There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.”",https://quotes.toscrape.com/tag/friendship/page/1/,8375bf12-04e2-416f-b99a-ab4815699446
200,“If I had a flower for every time I thought of you...I could walk through my garden forever.”,https://quotes.toscrape.com/tag/friendship/page/1/,6d280a56-5780-46c4-a2f8-fc8c09b09aa8
200,Quotes to Scrape,https://quotes.toscrape.com/tag/philosophy/page/1/,6bb43f52-278f-48c9-bc74-ffb763814e9a
200,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",https://quotes.toscrape.com/tag/philosophy/page/1/,6dfd1d0b-35d9-4b9b-a4aa-f13ae79a3bd5
200,"“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”",https://quotes.toscrape.com/tag/philosophy/page/1/,6cc143bd-1d39-4cff-927e-be7bfdd278a1
200,Quotes to Scrape,https://quotes.toscrape.com/tag/opposite/page/1/,4d4fc16e-f8f1-4b24-baba-0a0f29389b06
200,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",https://quotes.toscrape.com/tag/opposite/page/1/,333bf3b2-55a9-4455-9ccb-35eec06155ea
200,Quotes to Scrape,https://quotes.toscrape.com/tag/indifference/page/1/,ebc6d4a8-9167-4295-891b-6f2f6fb46076
200,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",https://quotes.toscrape.com/tag/indifference/page/1/,1b490241-a609-4094-8298-f424237ae5a8
200,Quotes to Scrape,https://quotes.toscrape.com/tag/hate/page/1/,0c684421-988b-45f2-aa4c-3eccb949eb8a
200,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",https://quotes.toscrape.com/tag/hate/page/1/,6b3d6034-52de-46da-a97e-17e89a9cb8ab
